116.61	112.06	113.35
111.18	89.53	100.96
112.24	91.82	102.47
107.18	91.37	99.39
114.60	111.28	111.94
113.41	104.40	108.39
114.60	112.87	112.61
115.40	116.13	114.43
114.84	108.94	111.11
121.86	120.06	119.76
119.53	112.66	115.33
114.17	112.77	112.32
118.56	113.68	115.21
114.38	102.54	108.17
114.61	107.86	110.52
110.96	105.80	107.58
119.97	131.10	123.30
111.66	109.02	109.33
120.62	126.17	121.61
118.00	117.80	116.61
120.31	125.72	121.24
122.28	133.06	125.44
119.43	122.66	119.46
121.46	133.35	125.09
121.78	133.51	125.35
115.85	115.20	114.30
117.98	126.76	120.35
116.69	117.36	115.69
125.00	140.21	129.97
122.65	131.07	124.81
124.32	156.02	136.17
122.86	142.68	129.77
128.68	152.76	137.30
129.74	170.05	145.12
126.57	152.07	135.81
129.46	171.80	145.69
126.23	164.87	140.95
121.37	140.25	127.91
123.44	160.81	137.52
119.37	154.00	132.37
129.21	158.95	140.13
127.17	172.89	144.61
131.94	176.46	148.84
130.90	182.19	150.58
141.04	199.40	163.49
141.30	204.77	165.83
138.33	204.51	164.00
143.93	212.29	170.43
131.98	166.58	144.85
122.37	124.66	122.18
117.80	129.18	121.29
114.42	118.96	115.15
127.30	148.36	134.66
122.77	141.34	129.16
132.36	148.35	137.60
140.25	144.23	140.50
146.19	164.60	152.28
154.38	168.71	158.72
157.60	175.35	163.31
157.97	192.10	170.37
152.53	190.88	166.71
148.22	173.29	157.02
144.38	168.43	152.69
139.94	169.84	150.56
156.52	208.27	175.49
147.87	184.00	160.84
153.74	198.60	170.06
153.42	198.13	169.68
156.47	207.57	175.19
161.40	224.50	184.74
159.75	232.29	186.76
159.50	215.93	180.27
161.34	223.50	184.32
151.99	196.11	168.03
147.15	191.92	163.50
152.72	209.51	173.53
159.97	217.54	181.06
152.22	198.07	168.96
169.24	222.38	188.66
167.24	212.32	183.66
170.57	218.61	188.09
178.33	239.07	200.56
175.93	213.41	189.51
173.31	217.77	189.50
172.31	227.65	192.54
166.48	202.89	179.68
164.04	185.78	171.90
165.56	190.01	174.42
173.73	213.18	188.10
165.77	195.60	176.60
172.31	224.45	191.35
167.50	200.23	179.40
173.78	210.72	187.22
182.44	227.58	198.90
174.21	199.74	183.46
184.91	230.42	201.50
180.92	212.39	192.35
164.93	182.45	171.23
166.22	206.09	180.75
162.71	199.74	176.20
176.17	222.67	193.13
180.71	235.85	200.85
179.33	226.19	196.43
177.04	230.09	196.42
182.96	230.82	200.42
190.45	239.74	208.43
184.92	233.33	202.58
193.85	259.39	217.81
186.04	228.52	201.51
165.56	180.78	171.01
169.31	227.36	190.57
173.86	223.38	191.95
177.28	214.91	190.96
175.17	217.53	190.61
179.02	220.65	194.18
163.25	185.80	171.36
171.86	208.59	185.21
178.22	209.19	189.43
175.19	219.15	191.22
186.93	229.92	202.58
179.44	204.60	188.49
160.58	159.52	159.94
162.89	191.42	173.23
162.92	166.16	163.95
174.98	189.87	180.28
164.26	167.90	165.44
167.91	162.21	165.65
158.86	150.27	155.55
162.14	167.85	164.08
166.36	151.54	160.74
163.21	147.19	157.15
169.83	151.72	163.00
163.27	143.13	155.69
143.63	105.15	129.33
145.61	132.84	140.67
150.88	118.05	138.32
154.33	139.78	148.72
151.02	125.03	141.06
158.25	131.39	147.96
151.70	162.56	155.73
153.65	138.31	147.73
159.37	136.53	150.60
150.29	131.40	143.03
152.36	135.29	145.79
152.29	143.31	148.79
134.55	120.30	129.06
138.30	123.68	132.67
140.48	123.15	133.82
146.05	144.19	145.23
137.22	122.19	131.43
144.87	144.39	144.58
142.32	136.26	139.92
148.02	140.72	145.15
152.20	151.61	151.86
